theta_o,Lambert,ON,QON,footnoteQON,fujiiQON,FON,EON,GGX,MRM
-35.9999,0.31831,0.190291,0.196027,0.213659,0.189384,0.193174,0.244249,0.627441,0.0889899
-34.9999,0.31831,0.191628,0.196027,0.213659,0.190714,0.194961,0.246447,0.613637,0.0903513
-33.9999,0.31831,0.192983,0.196027,0.213659,0.19206,0.196771,0.248645,0.599686,0.0917907
-32.9999,0.31831,0.194356,0.196027,0.213659,0.193422,0.198601,0.250842,0.585623,0.0933105
-31.9999,0.31831,0.195745,0.196027,0.213659,0.194799,0.200453,0.253038,0.571483,0.0949132
-30.9999,0.31831,0.197148,0.196027,0.213659,0.196192,0.202325,0.255233,0.5573,0.0966014
-29.9999,0.31831,0.198565,0.196027,0.213659,0.1976,0.204217,0.257428,0.543109,0.0983779
-28.9999,0.31831,0.199993,0.196027,0.213659,0.199021,0.206127,0.259622,0.528943,0.100246
-27.9999,0.31831,0.201433,0.196027,0.213659,0.200457,0.208057,0.261816,0.514833,0.102208
-26.9999,0.31831,0.202882,0.196027,0.213659,0.201906,0.210004,0.264009,0.500809,0.104268
-25.9999,0.31831,0.204341,0.196027,0.213659,0.203367,0.211969,0.266202,0.486899,0.106429
-24.9999,0.31831,0.205808,0.196027,0.213659,0.204842,0.213951,0.268395,0.473129,0.108695
-23.9999,0.31831,0.207282,0.196027,0.213659,0.206328,0.215948,0.270588,0.459525,0.111069
-22.9999,0.31831,0.208764,0.196027,0.213659,0.207826,0.217962,0.272781,0.446109,0.113557
-21.9999,0.31831,0.210253,0.196027,0.213659,0.209335,0.21999,0.274974,0.432902,0.116161
-20.9999,0.31831,0.211747,0.196027,0.213659,0.210855,0.222033,0.277168,0.419921,0.118887
-19.9999,0.31831,0.213248,0.196027,0.213659,0.212385,0.224089,0.279363,0.407184,0.121738
-18.9999,0.31831,0.214753,0.196027,0.213659,0.213924,0.226159,0.281558,0.394705,0.12472
-17.9999,0.31831,0.216264,0.196027,0.213659,0.215474,0.228241,0.283754,0.382497,0.127838
-16.9999,0.31831,0.217779,0.196027,0.213659,0.217031,0.230335,0.285951,0.37057,0.131097
-15.9999,0.31831,0.2193,0.196027,0.213659,0.218597,0.23244,0.288149,0.358934,0.134503
-14.9999,0.31831,0.220825,0.196027,0.213659,0.220171,0.234555,0.290348,0.347595,0.13806
-13.9999,0.31831,0.222354,0.196027,0.213659,0.221753,0.236681,0.292549,0.336559,0.141774
-12.9999,0.31831,0.223889,0.196027,0.213659,0.223341,0.238816,0.29475,0.325829,0.145653
-11.9999,0.31831,0.225428,0.196027,0.213659,0.224936,0.240959,0.296952,0.31541,0.149701
-10.9999,0.31831,0.226972,0.196027,0.213659,0.226537,0.24311,0.299156,0.305301,0.153926
-9.9999,0.31831,0.228521,0.196027,0.213659,0.228143,0.245269,0.30136,0.295503,0.158333
-8.9999,0.31831,0.230076,0.196027,0.213659,0.229754,0.247434,0.303565,0.286015,0.162929
-7.9999,0.31831,0.231636,0.196027,0.213659,0.231369,0.249606,0.305771,0.276834,0.167722
-6.9999,0.31831,0.233203,0.196027,0.213659,0.232989,0.251782,0.307977,0.267958,0.172718
-5.9999,0.31831,0.234777,0.196027,0.213659,0.234611,0.253964,0.310182,0.259384,0.177924
-4.9999,0.31831,0.236357,0.196027,0.213659,0.236237,0.256149,0.312388,0.251106,0.183347
-3.9999,0.31831,0.237946,0.196027,0.213659,0.237866,0.258338,0.314593,0.24312,0.188995
-2.9999,0.31831,0.239543,0.196027,0.213659,0.239496,0.260529,0.316796,0.23542,0.194875
-1.9999,0.31831,0.24115,0.196027,0.213659,0.241128,0.262722,0.318998,0.228,0.200993
-0.999901,0.31831,0.242767,0.196027,0.213659,0.242761,0.264917,0.321198,0.220854,0.207358
9.91821e-005,0.31831,0.244394,0.196027,0.213659,0.244394,0.267113,0.323395,0.213975,0.213976
1.0001,0.31831,0.246022,0.19766,0.215293,0.246028,0.269308,0.325589,0.207357,0.220855
2.0001,0.31831,0.247638,0.199295,0.216927,0.247662,0.271505,0.327781,0.200992,0.228001
3.0001,0.31831,0.249245,0.200932,0.218564,0.249299,0.273705,0.329972,0.194873,0.235421
4.0001,0.31831,0.250843,0.202571,0.220204,0.250939,0.275909,0.332164,0.188994,0.243121
5.0001,0.31831,0.252433,0.204215,0.221847,0.252582,0.278118,0.334357,0.183346,0.251107
6.0001,0.31831,0.254016,0.205863,0.223496,0.254231,0.280334,0.336553,0.177923,0.259385
7.0001,0.31831,0.255593,0.207518,0.225151,0.255886,0.282558,0.338752,0.172717,0.26796
8.0001,0.31831,0.257165,0.20918,0.226812,0.257547,0.284791,0.340957,0.167721,0.276836
9.0001,0.31831,0.258734,0.21085,0.228482,0.259217,0.287036,0.343167,0.162929,0.286016
10.0001,0.31831,0.260299,0.212529,0.230162,0.260897,0.289293,0.345384,0.158332,0.295505
11.0001,0.31831,0.261864,0.214219,0.231851,0.262586,0.291564,0.34761,0.153925,0.305303
12.0001,0.31831,0.263427,0.21592,0.233552,0.264287,0.29385,0.349844,0.1497,0.315412
13.0001,0.31831,0.264992,0.217634,0.235266,0.266001,0.296154,0.352088,0.145652,0.325831
14.0001,0.31831,0.266558,0.219361,0.236994,0.267729,0.298476,0.354344,0.141774,0.336561
15.0001,0.31831,0.268128,0.221104,0.238736,0.269471,0.300818,0.356612,0.138059,0.347597
16.0001,0.31831,0.269702,0.222863,0.240496,0.271231,0.303183,0.358892,0.134502,0.358936
17.0001,0.31831,0.271282,0.22464,0.242272,0.273007,0.305571,0.361188,0.131097,0.370572
18.0001,0.31831,0.272869,0.226436,0.244068,0.274803,0.307985,0.363498,0.127838,0.382499
19.0001,0.31831,0.274464,0.228252,0.245885,0.27662,0.310426,0.365825,0.12472,0.394707
20.0001,0.31831,0.276069,0.23009,0.247723,0.278458,0.312897,0.368171,0.121738,0.407186
21.0001,0.31831,0.277686,0.231952,0.249585,0.28032,0.3154,0.370535,0.118886,0.419923
22.0001,0.31831,0.279317,0.233839,0.251472,0.282207,0.317936,0.37292,0.116161,0.432904
23.0001,0.31831,0.280962,0.235753,0.253386,0.284121,0.320508,0.375327,0.113556,0.446112
24.0001,0.31831,0.282623,0.237695,0.255328,0.286063,0.323119,0.377758,0.111069,0.459528
25.0001,0.31831,0.284304,0.239668,0.257301,0.288036,0.32577,0.380215,0.108694,0.473132
26.0001,0.31831,0.286004,0.241673,0.259306,0.290041,0.328465,0.382699,0.106428,0.486901
27.0001,0.31831,0.287727,0.243713,0.261345,0.29208,0.331207,0.385212,0.104267,0.500811
28.0001,0.31831,0.289475,0.245789,0.263422,0.294157,0.333997,0.387756,0.102208,0.514836
29.0001,0.31831,0.29125,0.247904,0.265537,0.296272,0.33684,0.390335,0.100245,0.528946
30.0001,0.31831,0.293054,0.250061,0.267693,0.298428,0.339739,0.39295,0.0983775,0.543112
31.0001,0.31831,0.29489,0.252261,0.269893,0.300628,0.342696,0.395605,0.096601,0.557303
32.0001,0.31831,0.296761,0.254508,0.27214,0.302875,0.345716,0.398301,0.0949128,0.571485
33.0001,0.31831,0.298669,0.256804,0.274437,0.305172,0.348803,0.401044,0.0933102,0.585626
34.0001,0.31831,0.300618,0.259154,0.276786,0.307521,0.35196,0.403835,0.0917904,0.599689
35.0001,0.31831,0.302611,0.261559,0.279191,0.309926,0.355193,0.406679,0.090351,0.61364
36.0001,0.31831,0.304652,0.264023,0.281656,0.312391,0.358506,0.409581,0.0889897,0.627443
37.0001,0.31831,0.306744,0.266551,0.284184,0.314919,0.361904,0.412545,0.0877043,0.641064
38.0001,0.31831,0.308892,0.269147,0.286779,0.317514,0.365392,0.415575,0.0864928,0.654465
39.0001,0.31831,0.311099,0.271814,0.289446,0.320181,0.368977,0.418678,0.0853533,0.667615
40.0001,0.31831,0.313371,0.274558,0.29219,0.322925,0.372665,0.421859,0.0842841,0.680479
41.0001,0.31831,0.315712,0.277383,0.295015,0.32575,0.376462,0.425126,0.0832837,0.693025
42.0001,0.31831,0.318129,0.280295,0.297928,0.328663,0.380376,0.428484,0.0823504,0.705224
43.0001,0.31831,0.320627,0.2833,0.300933,0.331668,0.384416,0.431942,0.0814832,0.717048
44.0001,0.31831,0.323212,0.286405,0.304037,0.334772,0.388589,0.435509,0.0806808,0.728473
45.0001,0.31831,0.325892,0.289616,0.307249,0.337984,0.392905,0.439193,0.0799421,0.739475
46.0001,0.31831,0.327511,0.291235,0.308868,0.339603,0.395081,0.440713,0.0792663,0.750036
47.0001,0.31831,0.329101,0.292825,0.310458,0.341193,0.397218,0.442168,0.0786526,0.760139
48.0001,0.31831,0.330661,0.294386,0.312018,0.342753,0.399316,0.443558,0.0781004,0.769773
49.0001,0.31831,0.332192,0.295917,0.313549,0.344284,0.401373,0.444882,0.0776092,0.778928
50.0001,0.31831,0.333692,0.297417,0.315049,0.345784,0.403389,0.446142,0.0771787,0.787599
51.0001,0.31831,0.335162,0.298886,0.316519,0.347254,0.405364,0.447334,0.0768087,0.795786
52.0001,0.31831,0.3366,0.300324,0.317957,0.348692,0.407297,0.448461,0.0764992,0.80349
53.0001,0.31831,0.338006,0.30173,0.319363,0.350098,0.409187,0.449521,0.0762502,0.81072
54.0001,0.31831,0.33938,0.303104,0.320737,0.351472,0.411034,0.450514,0.076062,0.817483
55.0001,0.31831,0.340721,0.304446,0.322078,0.352813,0.412837,0.451441,0.075935,0.823796
56.0001,0.31831,0.34203,0.305754,0.323387,0.354122,0.414596,0.4523,0.0758697,0.829675
57.0001,0.31831,0.343305,0.307029,0.324662,0.355397,0.416309,0.453093,0.0758669,0.835141
58.0001,0.31831,0.344546,0.30827,0.325903,0.356638,0.417978,0.453819,0.0759275,0.840218
59.0001,0.31831,0.345753,0.309477,0.32711,0.357845,0.4196,0.454479,0.0760525,0.844932
60.0001,0.31831,0.346925,0.31065,0.328282,0.359017,0.421176,0.455072,0.0762432,0.849314
61.0001,0.31831,0.348063,0.311787,0.32942,0.360155,0.422705,0.4556,0.076501,0.853395
62.0001,0.31831,0.349165,0.312889,0.330522,0.361257,0.424186,0.456062,0.0768275,0.857209
63.0001,0.31831,0.350232,0.313956,0.331589,0.362324,0.42562,0.456459,0.0772246,0.860792
64.0001,0.31831,0.351262,0.314987,0.332619,0.363354,0.427005,0.456791,0.0776943,0.864181
65.0001,0.31831,0.352257,0.315981,0.333614,0.364349,0.428342,0.457059,0.0782388,0.867415
66.0001,0.31831,0.353215,0.316939,0.334572,0.365307,0.429629,0.457263,0.0788607,0.870533
67.0001,0.31831,0.354136,0.31786,0.335493,0.366228,0.430867,0.457404,0.0795626,0.873577
68.0001,0.31831,0.35502,0.318744,0.336377,0.367112,0.432056,0.457483,0.0803475,0.876586
69.0001,0.31831,0.355867,0.319591,0.337223,0.367958,0.433193,0.457499,0.0812187,0.879602
70.0001,0.31831,0.356676,0.3204,0.338032,0.368767,0.434281,0.457455,0.0821795,0.882667
71.0001,0.31831,0.357447,0.321171,0.338803,0.369538,0.435317,0.45735,0.0832338,0.88582
72.0001,0.31831,0.35818,0.321904,0.339536,0.370271,0.436302,0.457186,0.0843855,0.889103
73.0001,0.31831,0.358874,0.322599,0.340231,0.370966,0.437236,0.456962,0.0856389,0.892555
74.0001,0.31831,0.35953,0.323255,0.340887,0.371622,0.438118,0.456681,0.0869988,0.896215
75.0001,0.31831,0.360148,0.323872,0.341504,0.372239,0.438948,0.456342,0.0884698,0.900121
76.0001,0.31831,0.360726,0.32445,0.342083,0.372818,0.439725,0.455946,0.0900573,0.90431
77.0001,0.31831,0.361265,0.32499,0.342622,0.373357,0.44045,0.455495,0.0917668,0.908819
78.0001,0.31831,0.361765,0.32549,0.343122,0.373857,0.441122,0.454989,0.0936041,0.913681
79.0001,0.31831,0.362226,0.32595,0.343583,0.374318,0.441741,0.454429,0.0955753,0.918929
80.0001,0.31831,0.362647,0.326371,0.344004,0.374739,0.442307,0.453815,0.097687,0.924594
81.0001,0.31831,0.363028,0.326752,0.344385,0.37512,0.442819,0.453149,0.0999459,0.930707
82.0001,0.31831,0.363369,0.327094,0.344726,0.375461,0.443278,0.452431,0.102359,0.937296
83.0001,0.31831,0.363671,0.327395,0.345028,0.375763,0.443683,0.451662,0.104935,0.944386
84.0001,0.31831,0.363932,0.327657,0.345289,0.376024,0.444035,0.450843,0.10768,0.952006
85.0001,0.31831,0.364154,0.327878,0.345511,0.376246,0.444332,0.449975,0.110604,0.960178
86.0001,0.31831,0.364335,0.328059,0.345692,0.376427,0.444576,0.449058,0.113715,0.968926
87.0001,0.31831,0.364476,0.3282,0.345833,0.376568,0.444765,0.448094,0.117023,0.978274
88.0001,0.31831,0.364577,0.328301,0.345934,0.376669,0.444901,0.447082,0.120537,0.988244
89.0001,0.31831,0.364637,0.328362,0.345994,0.376729,0.444982,0.446023,0.124269,0.998861
